Project Length,30
CRF,0.1
Annual Capture Amount (MTCO2/yr),6.0
Total Cost ($M/yr),1299.8704845500001
Capture Cost ($M/yr),1217.2766000000001
Transport Cost ($M/yr),52.75318455
Storage Cost ($M/yr),29.8407

Source,Capture Amount (MTCO2/yr),Capture Cost ($M/yr)
7,1.3649999999999993,481.17009999999993
4,4.635000000000001,736.1065000000001

Sink,Storage Amount (MTCO2/yr),Storage Cost ($M/yr)
4,6.0,29.8407

Edge Source,Edge Sink,Amount (MTCO2/yr),Transport Cost ($M/yr),Length (km)
581660,580341,4.635000000000001,0.7414964,2.013496171131197
614780,580341,1.3649999999999993,8.99866015,95.19685243708334
176239,271327,4.635000000000001,9.5823425,76.26230920182097
665006,653102,1.3649999999999993,2.2499567,18.23369515181435
653102,614780,1.3649999999999993,1.9079915499999998,30.707983270869487
271327,580338,4.635000000000001,29.118823250000002,265.09485732731713
580338,581660,4.635000000000001,0.153914,1.2199537720261373
